ប្រដែ: brodae
អិមអៀម: aemoaiem
បន្លាស់: bonleas
ថ្ងៃ: ngai
អច្ឆរា: aachchharea
ប្រែ: brae
កំណាន់: komnan
ឆ្មៀង: chhmieng
រលូករល: rolukorol
ប្រវ័ញ្ចន៍: brorvoanh
ពលបាលទោ: polobalotou
អយ្យ: aayy
ចង្កួយ: chongkuoy
ហ្លេវហ្លៃ: levlay
សម្ងើច: samngauch
ណាត់: nat
ស្គុះ: skoh
ញ៉ិល: nhil
រាជិសី: reachisey
បង្ក្រាប: bongkreab
ផស: phos
រវ៉ក់: rovok
ស្លឹង: sloeng
វប្ប: vobb
ទស្សន: tossanak
សម្ភោទ្យ: somphoutyor
ប្រមូល: brormoul
ចែវ: chaev
ហាសហឺយ: hasheuy
បន្តុប: bontub
ទ្រេតទ្រោត: trettrout
ចក្ខុ: chakkho
ថយ: thoy
ភ្នាក់ងារ: pneakngea
ចន្ទច្ឆាយា: chonchhaya
អ៊‌ិះអ៊ុះ: aehaoh
សកភាសា: sokopheasa
ព្រះសិរ: preahser
កញ្ជ្រក់: konhjrok
អង្គំ: aongkum
របៀង: robieng
កំប្រេវ: kombrev
លតា: lota
ហយៈ: hayeak
ស្រែន្យ: sraenyor
លិកេ: like
កំប៉េះ: kampeh
ត្រាំ: tram
រទោងៗ: rotong
គ្រហុច: krohoch
ប៉ប្រៃ: babrai
នក: nok
ត្រដែតត្រដឹម: tradaettradoem
មើលបំណាំ: merlbamnam
ទេសធម៌: tesothor
កម្មការ: kommokar
អង្គុក: aongkuk
ហេរិក: haerik
ភូម: phum
ដលោក: dolouk
ចំឡក់: chamlok
ជំហប់: chumhab
សំបួរកក់: sambuorokak
ប៉ប្រិល: babrel
សម្ដឹង: samdueng
ស្បែក: sbaek
ប្លែមៗ: plaem
ទីឃ: tikh
អយស្កាន្ត: aayoskantor
អង្អែល: aangaeael
ខាន់បៀត: khanbiet
រាក្សសី: reaksasei
វិល: vil
គង: kong
តោតតូង: taotatoung
ត្រួស: truos
បន្លុង: banlung
ឡេវឡៃ: levlay
វ៉ឺង: vueung
ឡូ: lou
របៃរៃដាក់: robaireydak
ហ្ម: mor
រូង: rung
ឈ្វាំង: chhveang
កញ្ជរ: konhjor
រឡូរឡា: rolourola
កង្ហែន: konghen
គជតា: kochota
ថាំ: tham
អនុរក្ស: aanuroksar
បដា: boda
ប្រមាទ: brameat
កន្លះ: kanlas
គ្រាមភោជក: kreamphouchok
ភុជិស្សតា: phuchissata
បរិមាណ: barimean
ដំបៅ: dambau
ចូលរួម: jolroum
វិសមានចិត្ត: vismeanchett
ជីងចក់: chingochak
ត្លេវ: tlev
គុយវ៉ែត: Kuwait
ភ្នំស្រូវ: phnumsrouv
ដកចន្ទន៍: dokchan
កែងកោង: kaengkaong
សគារវកថា: sokearvokotha
ស្រឡៅ: sralau
អហិម: aohem
បូស: bous
ត្រយូងចេក: troyungchek
ទិស: tirs
ស្លុង: slong
អង្គារ: kea
ទុរភិក្ស: turphik
ច្រឡៃ: chralai
ហិតប្រណី: hirtbranei
សន្សឹម: sansuem
ប្រកាំ: brokam
កូនគោល: konkoul
ក្ដក់: kdak
អឃោស: aokhous
អ្នកបាទ: anakabat
សំសយត្ថវាចក: samsoyotthoveachok
ល្វើយ: lvauy
ប្រដូច: bradouch
អូងឡូង: aoungoloung
ប្រមុំ: brormum
ពិស្ណុលោក: pisnolok
ឯរាវ័ណ: ereavoan
ទទា: totea
បញ្ចាំង: pjang
ខ្ព: khpor
ហែប: heb
ជីវកជីវាក: chivakchiveak
រហៀរ: rohier
អជ្ឈេសនា: aachchhesanea
វ៉ែត: veaet
ហៀ: hie
ហីរ: heyrak
ទទឹងទិស: totuengtis
បង្ហែល: bangheael
ស្រគត់ស្រគំ: srokotosrokum
រលោក: rolouk
ថវិកាជាតិ: thavikacheat
ក្រវឹម: kravuem
ឡិងឡាំង: lenglang
សែន: saen
អឌ្ឍយោគ: aadthoyouk
អពពៈ: aopopeak
លិង្គនាសនា: lingkneasonea
សើ: saeu
សុរិល: soril
ប្រថំ: brorthorm
វេជ្ជបញ្ជា: vechchbanhchea
ឡុងចុង: lungjong
អាចម៍ក្រពើ: aachmokrapau
ហឫទ័យ: hakrortey
សិង្ហបុរី: Singapore
ត្រឡាយ: tralay
តម្បៀត: tombiet
ទ្វេគុណ: tvekun
ចន្ទគតិកាល: chankotekal
អត្ថង្គត: aotthongkot
ជះ: cheah
ស្ប៉ត: spot
អក្សទេវិន: aaksatevin
សន្ទូង: santung
អធ្រាត្រ: aathreatrar
អនុយោគ: aanuyouk
ស្តុល: stol
ឫទ្ធានុភាព: ryttheanupheap
ខ្មួរ: khmuor
ការបន្ទាន់: karbontorn
មរុកន្តារ: morukntear
ចុះឈ្មោះ: joschmous
ស្គន់: skon
មួហ្មង: muohmong
សញ្ចារិកា: sonhchearika
សទាព្រឹក្ស: sateaprueksar
ស្រលឺកឺ: srolueker
វាណិជ្ជ: veanechch
ទង្គះ: tongkeah
ប្រជាពល: bracheapol
ស្វោយ: svaoy
អវិនយ: aavinoy
ហួល: houl
ទស: tos
ជាតូបនីយកម្ម: cheatoubniykamm
ឈើទាល: chhauteal
សីហល: seihol
សកវាទី: sokoveati
បំព្រាង: bampreang
សស្ស: soss
ក្រហួច: krahuoch
ទទួលពាក្យ: totuolpeak
អំបៅអំបែក: aambauaambaek
សច្ឆន្ទ: sachchhantor
វៃយាករណ៍: veyyeakoron
បំបរបង់: bambarobang
ក្រាងក្រឳ: krangkrau
តម្បាញ: tambeanh
បកតិសំខ្យា: bokotesamkhya
ប្លឹកៗ: bluek
ពោធិព្រឹក្ស: pouthiprueksar
ព្រឹសភៈ: pruesapheak
ទល់អង្រែ: tolaongreae
កឡោបិ៍: kalaobe
ម៉ៃ: mey
ចាល: chal
កៅឡាក់: kaulak
កុង្សីយ៍សេនាបតី: kongseysenabodey
អាចារី: aachari
ពាណិជ្ជកម្ម: peanech jkam
ស្កើក: skaeuk
ហេមវតី: hemvatei
វត្តមានកាល: vottomeanokal
ចង្អេរ: chongaer
រគើម: rokaum
ទំហែង: tumhaeng
ការប្រាក់: karprak
អបលោកន: aoboloukon
ពិព័រណ៍: pipoaron
កញ្ជ្រៀវ: kanhchriev
ភុជិស្សជន: phuchissachon
លិខិតគោចរ: likhetkouchor
រាវី: reavi
ប្រហារទាន: broharotean
សញ្ញី: sonhnhi
អនាមយ: aoneamoy
បច្ឆាភត្តកាល: bachchhaphttakal
លៀន: lern
ត្រសក់: trasak
ពង្រោះ: pongroah
សន្និច្ច័យ: sonnichchai
ហាសនីយ: hasoney
ប្រឆេះ: brochheh
សត្យាធិដ្ឋាន: sotyathidthan
ជើងគុល: chaungkul
ពហុមន្តី: pohomnti
បព្វជ្ជាចារ្យ: bopvochcheacharyor
គម្រាំង: komreang
បង្អោរ: bangaour
ប្រៀប: preab
ទិវាករ: tiveakor
អន្ទិល: aontil
អន្ធួម: aonthuom
បង្អោត: bangaout
ពុទ្ធោ: putthou
អភិប្រណិប័តន៍: aophibrneboaton
បញ្ជច់: bonhchoch
អភិសោធ: aophisaoth
និយ្យានិកធម៌: niyyeanikothomr
ហាអឺៗ: haaeu
លំពាន់: lompean
បឋមត្រាស់: bothomotras
ច្រឹប: chroeb
ខ្មាញ់: khmanh
កសិកម្ម: kasekam
សភាជន: sopheachon
យៅវ័ន: yovvorn
អភិរដ្ឋមន្ត្រី: aophirdthomontri
ណែម: naem
តាលបត្រ: talbatrar
ពុទ្ធោវាទ: putthouveat
ច្រអរ: chroaor
ឧបដ្ឋាន: ubadthan
រុត: rut
ឱរ៉ុប: aorob
អភិណ្ហ: aaphinhar
North: Korea
អលិង្គ: aolingkor
ឈ្លែម: chhleaem
រមិល: romil
បញ្ញវន្ត: banhnhovontor
ល្បោះ: lbuoh
គាប: keab
នាវូបករណ៍: neavubkar
ប្រកាន់: pkan
វ៉ាងមុខ: veangomukh
ឆ្កួត: chhkuot
អនុប្រយោគ: aanubrayouk
អគ្យាគារ: aokyeakear
ភយូបសគ្គ: phoyubsokk
ស្នល: snal
ស្រយម: sroyom
ផ្សព្វផ្សាយ: phsapvophsay
ហាត់ព្យាម: hatpyeam
វរោ: vorou
អម្ពរ: aompor
ច្រមូញ: chramunh
ក្រឡុប: krolob
ភិក្ខវោ: phikkhovou
ភរណី: phoronei
បាយក្រញិញ: baykranhinh
សុវត្ថិភាព: sovatpheap
ឡប់ឡែ: lorblae
បុណ្យ: bun
បព្វជ្ជាវិធី: bapvochcheavithi
រៀបរប: riebarob
ឡើយនីលែង: leuynilaeng
ស្វេត: svet
កំលុង: komlung
ស្កុន: skon
បើកឡាន: baeukolan
កួច: kuoch
រតនា: rotanea
សម្បុរល្វែង: samburlveaeng
ស៊ុត: sut
អនន្តរ: aanontor
ក្រញឹម: kranhuem
រយេករយោក: royekroyouk
ល្គឹក: lkuek
បុប្ផាកេសរ: bobphakesor
ហិតរោគ: heutrok
គុណប្រយោជន៍: kunbrayouch
ប្រយោជន៍: proyouch
សំវាសនាសនា: samveasneasonea
កុះករ: kohkor
សន្ទុះ: santuh
អត: aat
អកនិដ្ឋ: aokonidthor
អាស្ថាន: aasthan
រំអុករំអែ: rumaokrumaae
សុល: sol
គណៈ: kanak
អភិធម្ម: aophithomm
កុដុម្ពិកៈ: kodompikak
ហ៊ឹក: hirk
សុនីតិ: sonite
វាសនា: veasonea
ប្រកាសិត: brokaset
ស្វាង្គ: svangkor
ប្រហែក: brohaek
អន្ន: aonn
ខ្ជឹង: khchoeng
កណ្ឋជៈ: kanthacheak
ប៉ុណ្ណោះ: pun nos
ប្រក់ព្រំ: brokoprum
អ្នកដឹង: anokodoeng
យូរ: yu
ក្រមី: krami
ខ្ទេចខ្ទី: khtechkhtei
បធានានុយោគ: batheaneanuyouk
បរមាភិសម្ពោធិ: baromeaphismpouthi
អញ្ញាធីន: aanhnheathin
បៀត: biet
កម្រិតវប្បធម៌: komritvobbothor
អផ្ទាញ: aaphtanh
រមណីយ: romoniy
ហៀន: hien
អាករ: aakar
ចុងកាត់មាត់ញក: chongkatmeatnhok
វាឡគ្គាហី: vealkkeahei
ភោជនីយសោភ័ណ: phouchniysaophoan
ដក់: dak
មហារលាយ: moharoleay
ឥសិ: ise
បព្វាជនីយកម្ម: bopveachniykomm
ការប្រជុំ: karbrachuum
ថ្ងៃសៅរ៍: thngaisov
សំខ្យានុគ្រោះ: samkhyanukruoh
មហាសន្និបាត: mohasnnibat
ស្វាមី: svamey
ហ៊ឹកហ៊ាក់: hirkhakk
សស្រូស: sasrous
ក្សេត្រាធិការ: ksetrathikar
សម្ពលី: sampoli
ជនូបត្ថម្ភកៈ: chonubtthamphokak
លលីមលលាម: lolimloleam
ឧបក្កិលេស: ubokkeles
លាចាក: leajak
ទន្តជ: tontoch
សាវកែ: savokae
បង្គង: bongkong
បាល់: bal
កម្ពោជ: kampouch
គោត្រ: koutror
ទិន្នាទាយិនី: tinneateayini
ស្រល់: sral
រតនោភាស: rotanoupheas
អារាមិកា: aareamika
សោប៉ត្រោ: saopotrao
សក់កន្ទុយ: sokokontuy
លូ: lu
ពង្វៀន: pongvien
ហីនយាន: heinoyean
យុគសម័យ: yuksomey
ហឺ: heu
ឯតទគ្គៈ: etotokkeak
ចែងវ៉ែង: chaengveaeng
ចាក់ស្រេះ: chaksreh
ឡិបឡុប: leplup
ទុស្សកុដិ: tusskode
បូកប៉ាន់: boukban
ក្លាវ: klav
ស្រណោះ: sronaoh
ត្រមែង: tromeaeng
ប្រតែង: brataeng
សហាវ: sohav
ល្បាក់សា: lbeakosa
អភិវឌ្ឍ: ah phi wat
ត្រដួច: traduoch
ចតុប្បារិសុទ្ធិសីល: chatobbarisotthiseil
ឆាតករោគ: chhatkorouk
កន្លៀត: kanliet
លូក: luk
វ៉ឺងវ៉ាង: vueungveang
របែររបោរ: robaerrobaor
ណា: na
មេទោ: meto
ឆ្អើរ: chhaaeur
កញ្ចក: kanhchok
ខ្សាវ: khsav
គណ: kon
មច្ឆជាតិ: mochchhacheate
មាតុឃាតកៈ: meatokheatakak
ថៃហ្ល័ង: thaihlang
បំបរ: bambor
វេទិនី: vetini
ព្រនង់: pronong
ហោចល្អោញ: hoachl'ounh
អ្នកបុណ្យ: anakabonyar
ភ្ងាស: phngeas
អាវាហៈ: aaveahak
ស្រីមតី: sreimotei
សាកសព: sakosop
បង្ហល់: banghol
ភ្លើកៗ: plerng
ផាយោង: phayoung
ធ្លក: thlok
មាតុប្រទេស: meatobrates
រមាក: romeak
កណ្ដៀរ: kondier
ជ្រើសរើស: jrersraus
ឧបសម្បន្ន: ubosombonn
នីឡុង: nilong
វោការ: voukar
ជំងឺ: jumngir
ច្រវា: chravea
ចតុម្មុខ: chotommuk
ជាតិសាសន៍: cheatesason
មាសសេស: measoses
បុថុជ្ជន: bothochchon
ខ្ញែតៗ: khnhaet
នាគរិក: neakorik
សោមវារៈ: saomveareak
ស្រងាំ: srangoam
ខ្នៅ: khnau
រំហ: rumh
អាមេនី: Armenia
បច្ឆាបរិចារកិច្ច: bochchhabricharkechch
ស្រអ៊ុក: sroauk
អមគាង: aomokeang
មោះមុត: muoht
កូម៉ូរ៉ូ: Comoros
ចក្ខុ: chokkho
ថាមពល: thamopol
ស្រដៀង: srodieng
ក្រញូស: kranhus
បង្ហួស: bonghuos
លក្ខណ: lokkhon
កកកុញ: kokkunh
តេស្ដ: test
កកិត: korkirt
លឺជ័យ: lueuchey
ផ្សោះ: phsaoh
បន្ធូរ: bonthur
រងឆាយ: rongochhay
អញ្ញោបត្ថម្ភិត: aonhnhoubtthomphit
លន្លាម: lonleam
ស្នាល: snal
ត្រួត: trot
ប្រថំ: brathom
លយៈ: loyeak
សយ្យាសន៍: soyyeason
កខិបកខុប: kokhebkokhub
អទាយាទ: aateayeat
គាង: kang
ហ៊ឹមៗ: heum
សកនិរុត្តិ: sakanirutte
ជ្រួល: jrul
ភីលភល: philophol
ល្អៀច: laiech
ចំទយ: chamtoy
ក្ងង់: kngong
សេចក្ដី: sechkdey
កន្តាំង: kantang
ងៅ: ngov
ញត្តិកម្ម: nhottekamm
សមធម៌: samothomr
មិត្តលាភ: mittoleaph
សម្ភវេសី: somphovesei
បរាធីន: bareathin
រដែ: rodae
ផ្លុំ: plom
វិមល: vimol
យូរប៉ុន្មាន: yurbonman
បង្គំ: bongkum
អព្ភ: aopphor
គគ្រិះ: kokris
លាភជ័យ: leabchei
ហ័តហោង: hoathoang
ស៊ី: see
អង្គភាព: aongkopheap
ហុងឌូរ៉ាស: Honduras
នានាជាតិ: neaneacheat
ថែប: thaeb
ហិង្សា: hengsa
ក្រទាំង: krateang
ស្រលួន: sroluon
ក្រទីក្រទា: krotikrotea
កន្ធាំង: konthang
ថ្នាក់: thnak
បរាមុខ: bareamukh
សុផល: sophal
វយស្យ: voyosyar
ខាន់ស្លាក់: khanslak
ឧបកិច្ច: ubokechch
ឡេះឡះ: laehlah
ប្រខុប: brakhob
ហស្ត: hastar
ពូ: puo
ត្រួសត្រាយ: truostray
រំលិច: rom lich
សកាយទិដ្ឋិ: sakaytidthe
យក់: yok
បាទចារី: batchari
លុប: lub
ហា: ha
សំបថ: samboth
ក្រវិល: krovil
កាក់ៗ: kak
បម្រឹង: bamrueng
ចតុព្ភាគី: chotoppheaki
រហឹម: rohoem
ច្បាស់: chbas
វិនិបាតិក: vinibatek
ប្រឌិដ្ឋ: bradid
អំលុង: aamlung
កងកេង: kongkeng
ហួងហែន: hounghaen
ក្ងៀក: kngiek
ប៉ផាង: bophang
សិប្បិកា: sebbeka
កប: kob
ប្រកាសិត: brakaset
បន្សើច: bonsauch
អភិសេក: aaphisek
ស្រាន្ត: srantor
ត្រែតត្រត: traettrat
ទ្រលឹងទឹង: troluengtueng
ស្រឡក់: sralak
បរិបូរ: baribour
ទូ: tu
សវនីយ៍: savoniy
វាជិនី: veachini
អមរាវិក្ខេប: aomoreavikkheb
រហើយ: rohery
អន្លឹប: aonlueb
ស្រដី: sradey
គោមហូល: koumhoul
ដើម: derm
កម្រ: kamror
ឯកឯង: ekeng
អះ: aahh
ទៅ: tov
ស៊ីសាំង: seisang
អាត់: aat
បទុម: botum
ហដ្ដចោរិកា: haddachaorika
ស្មី: smei
អប្រតិ: aabrate
គោចរ: kouchor
ព្យគ្ឃ: pyek
មនស្ការ: monoskar
វុត្តពីជ: vuttopich
អម្ភោទ: aamphout
ស្ងាត់: sgat
អង្គាដី: aongkeadei
អបោគណ្ឌ: aobaokondor
ក្ងិងក្ងង់: kngengkngang
រចនា: rochanea
ប្រជាជាតិ: bracheacheate
ចំហៀវ: chamhiev
ឧត្តរិ: uttari
អតិសារ: aatesar
ផ្ចប់ៗ: phchob
អវមាន: aovomean
សុល្ក: solkor
ដោះដៃ: daoh
ភិក្ខុនី: phikkhoni
អាលិង្គន: aalingkon
លើ: ler
បណ្ដោយ: bandaoy
សំណល់: samnal
ទូទាត់: tutort
ប៉ុន: pon
អាណោច: aanaoch
ជើងគ្រុស: chaungkrus
ជ្រើម: chrerm
ចាក: jak
ផ្អឹកៗ: phauek
ឧល្កាបាត: ulkeabat
តក្កវិជ្ជា: tokkovichchea
រំលៀក: rumliek
ប្រាំង: brang
កញ្ឆក់: kanhchork
ផ្ទំ: phtam
នានានុក្រម: neaneanukram
ចំណី: chomnei
ប៉ប្រូច: babrouch
រលករង្គំ: rolokarongkom
ស្លក់: slok
ស្រមុក: sramuk
មេរុ: me ro
កញ្ច្រឹប: kanhjrub
ខ្សែសយ: khsaesoy
កន្ទើញ: kontaunh
បញ្ចក្ខន្ធ: bonhchokkhonthor
ហូតថ្នាក់: hotthnak
សត្ត: sott
បច្ចេកវិជ្ជា: bachchekvichchea
ផុយ: phuy
ថនិកសត្វ: thaniksat
បារាំងសែស: bareangs
គោវត្ត: kouvott
ដម: dom
ហ្វូងដិន: hvongden
នីតិរដ្ឋ: niterodthor
មហោសថ: mohaosath
នខ្វាក់: nokhvak
ពព្រើស: poprers
សម្កុល: somkul
បដិសណ្ឋារកិច្ច: bodesntharkechch
ទេ: te
ឆ្ងាញ់: chganh
និស្សយជន: nissoyochon
កណ្ដៀទៀ: kandiettea
ស្រងៅ: srangov
វេះ: veh
តិរច្ឆានកថា: terchchhanokotha
អាជិ: aachi
ខុប: khob
ទូលព្រះបង្គំ: tulpreahbongkum
ឆេញ: chhenh
សប្បដិភ័យ: sobbodephey
វិនិទ្រា: vinitrea
ភយន្តរាយ: phoyontoray
យថាហេតុ: yothaheto
ស្តនិកសត្វ: stoniksotvor
អង្រៀតនឹង: aangrietanueng
រដេមរដម: rodemorodam
ប្រឡាក់: brolak
ពភូស: pophus
សំកាំង: somkang
ម៉ុម: mum
ហរិត: harit
ខមាទោស: khomatous
ប៉ផូស: bophous
តារាចម្រៀង: darajomreang
ភេត្រា: phetra
យន់: yon
អប្បមេយ្យ: aabbameyy
រំងាប់: rumngeab
ហីនយាន: hinoyien
កណ្ដុក: kandok
ក្ដិច: kdech
ស៊ូរីណាម: Suriname
ប្រឡូក: bralok
អស្សាមិក: aassamik
ឰសូរ: aisour
រវិហង្ស: rovihangsor
អន្ធើម: aanthaum
ស៊ើកមមើក: saeukmomauk
ដួស: duos
ក្អែប: kaaeb
បណ្ដូលល្ពៅ: bandoullpov
អោយ: oay
អង្គ្រ័ក្ស: aongkreaks
ពន្លៀន: ponlien
ចៅ: chav
វិរាគ: vireak
ព្រមយក: promoyok
អន្ទោកអន្ទោល: aontoukaontoul
ចំណោត: chamnaot
អន្តរាយ: aantoreay
បោះពួយ: baohy
មេរោគ: me rok
ឯ: ae
រហស្ថាន: rohosthan
រជោរ: rochour
ចំរេះ: chamreh
ពាក់កង: peakokong
សំតត: samtot
ស្តឹក: stoek
អារណ្យ: aaronyar
សភាព: s'pheap
អភាព: aapheap
ទើង: taung
អនត្តលក្ខណ: aonottolokkhon
គគ្រឹកគគ្រេង: kokruekkokreng
ចង្អុល: chongaul
ចតុរង្គិនី: chatorngkini
ទ័ល: toal
ផ្លាន: phlan
ដោយ: doy
អវិសារទ: aavisarot
ប៉ុនអម្បាល: bonaambeal
ស្រមើង: sramerng
ដង្កោខ្មោច: dongkoukhmaoch
អន្ទាំស្លា: aontoamlea
កូនក្រក: konkrok
ចំបួរ: chambuor
បរោហិត: barouhet
ផាតិកម្ម: phatekamm
សម្រប: somrob
ព្រហស្បតិចក្រ: prohasbatechakrar
ប្រពៃ: bropey
សង្ការ: sangkear
សមតែ: somotae
ប្រដាល់: p'dal
ឆព្វណ្ណរង្សី: chhapvonnarongsi
កម្ទារ: komtear
សស្រ៊ុច: sasroch
ប៉ាក់ថៅ: bakothau
អុងឡូ: aongolou
ហសនីយ: hosonei
ជប់: chob
ក្បាលក្រពើ: kbalkroper
ហ៊ឺយ: heuy
ផ្ចឹក: phcheuk
កញ្ឆិល: kanhchhil
ប្រឡៅ: brorlav
កុមារដ្ឋាន: komarothan
វិពន្ធរោគ: vipnthorouk
ព្យាមប្បភា: pyeambbaphea
ចោរកម្ម: chaorkomm
ប្លុង: plong
បព្វជិត: bapvochit
ង៉េកៗ: ngek
ពន្លឿន: ponleun
ឆ្នូត: chhnout
សទារសន្ដោស: satearsandous
កវីនិពន្ធ: koveyniponth
កួយ: kuoy
សង្រៃ: sangrey
ពពុះ: popuh
បង្អួល: bangauol
សេសំ: sesam
បុប្ផវតី: bobphavotei
យោនយាន: younoyean
គំរេច: kumrech
ភណ្ឌាគារ: phondakear
ត្រមក់: tramok
ផ្ទា: phta
ត្រង់ណា: trongona
ស្រងាក: srongeak
ចង្កេះ: jkes
តុមត្ថកិរិយា: tomtthakeriya
អតីត: ah teitak
សាប: sab
វនេចរ: vonechar
អ្នកម្ដាយ: anokomdeay
ប្រឡង: brolong
ចម្រូងចម្រាស: chomrungchomras
បង្ហៀរខ្មូត: bonghierkhmout
ស្នាប: snab
អយោគី: aayouki
វិវរណីយៈ: vivroneiyeak
រ៉ែត: raet
ព្រេន: pren
បញ្ឆិច: banhchhich
សិខា: sekha
មូរតី: murotei
គោសៀម: kousiem
រងាក់រងើក: rongeakarongauk
កញ្ចប់កញ្ចូវ: kanhchobkanhchuv
កំណៀវ: komniev
សើក: saeuk
ត្បាញ: tbanh
សន្ធ្យា: santhyea
ឡែបឡប: leblorb
ប៉ូវ: bouv
ប្រជា: projea
យមបាល: yomobal
ហែលហល: haelhol
វិល: verl
ល្មម: lmom
ទេវី: tevi
សុសេយ្យា: soseyyea
គ្រូ: khu
ប្រឡិមប្រឡុំ: brolembrolom
គ្រាមេស: kreames
ជ្រាស: chreas
បន្លប់: banlob
រឹងត្អឹង: ruengtung
អភូត: aaphut
ក្សេត្រាជីវកម្ម: ksetrachivkam
ប្រុង: prung
បិណ្ឌបាតទាន: bendbatotean
ពន្លូន: ponlun
កំផ្លេស: komphles
យ៉ាប់យ៉ឺន: yeabayeun
នេន: nen
អាកោដ: aakaod
ម្ហ៊ែតៗ: mheaet
ឡាប់យេរ: labye
រោគាយតនៈ: roukeayotaneak
ចាក់ច្រែង: chakochraeng
រារាំង: reareang
កំបាំង: kambang
តែ: te
បួ: buo
អនោម: aanoum
សិស្សានុសិស្ស: sessanusess
វិស្សម: vissom
ស៊ើកៗ: saeuk
បន្តក់: bontok
ប៉ុណ្ណោះ: pirnnoh
ឧទ្ទោសិត: uttouset
រអែតរអត: roaaetoroaot
សិប្ប: sebb
ប៉ប្លុង: boblong
ប៉ប្លិច: boblech
ច្រក: chrok
ព្រលែត: prolaet
សង្គីតិក: songkitek
ស្មន់: sman
ខ្មាំងមិល: khmangmil
ពួរ: pour
អាកូល: aakoul
ប្រទូស: bratus
ញ័រ: nhoar
អំនួត: aamnuot
តើ: ter
ឧបក្រឹត្យ: ubakroetyar
បំបៀត: bambiet
រក្សាព្រះអង្គ: roksapreahaangkor
អហិ: aahe
អាចម៍រមាំង: aachmoromeang
លន់តួ: lonotou
អភិនីហារ: aaphinihar
ពភ្លឹះ: pophlueeah
ញ៉ែកញ៉ក: nheaeknhak
ហរៈ: hareak
សង្កឹម: sangkuem
ម្ដេច: mdech
ជង្ហុក: chonghuk
ភ្លែត: phleaet
ផ្ទុក: ptok
ផ្សឹក: phsoek
ចំណំ: chamnam
ៈ: .
ឧបជីវិន: ubachivin
ខណៈ: k'nak
តាក់តែង: taktaeng
វិភូសិត: viphuset
ជំទប់: chumtob
រនួត: ronout
ឡឺម: lirm
ក្រឡង់: kralang
អលង្ករណ៍: aolongkoron
ពិភទ្ទសច្ចា: piphttosochcha
បង្អត់: bangaot
ជួ: chuo
លំពែងស្នែងក្របី: lumpeaengsnaengkrabei
ភ្លឹក: phluek
ក្រជីង: kraching
បណីតាហារ: boneitahar
ត្រួយ: truoy
សត្តមហាឋាន: sattamohathan
ច្រណែន: chranaen
អវិជ្ជា: aovichchea
អង្ករ: aongkor
ស្វីក្រឹតិ: sveykroete
គ្រាវ: kreav
ជីប៉ា: chipa
នាសិករោគ: neasekarouk
គ្រមល់: kromol
ហៃទី: Haiti
សាំមណោគ្រួ: sammonaokruo
ឡោក: loak
ដម: dam
ផ្កាកម្រង: pkarkormrorng
ស្ថាបនកម្ម: sthabnokamm
វិកតិកម្ម: viktekamm
ជំនួប: jumnoub
អបុនប្បុនក្កម្ម: aabonbbonkkamm
សណ្ដោង: sondaong
អមរាវិក្ខេប: aamoreavikkheb
បណ្ណែ: bonnae
ពិម្ពា: pimpea
អទ្ធា: aotthea
អង្កួច: aongkuoch
ផើម: phaeum
អវិស្សាសិកា: aavissaseka
សន្លាង: sanleang
អំព្រំ: aamprum
ទុរពល: turopol
តែម: taem
ស្ទូរ: stour
វល័យ: volai
ម៉ៃស័ក: maisak
ជ្រើម: jrem
បណ្ដុន: bondon
រវល់: bc
ប្រាណ: bran
ខែ: khe
វាគុរា: veakurea
ក្រវែល: kroveael
យោបល់: youbal
ក្រង: krong
ទទួល: tortoul
ដោយឡែក: daoylaek
ស្រៈ: srak
លោក: lok
ជើងរមាំងណែងណង: chaungromeangngonang
ដូចដែល: douchdael
ពូជ: puch
អនុបទ្រព: aanubtrop
ដាល់: dal
ស្នាយ: snay
ផ្ដួល: phduol
ស្បូន: sbon
បាក់ជ័របាយ: bakochoarobay
រស្សទស្សី: rossotossei
ត្រជំ: trachum
ថាស: thas
ឯកតោ: ekatao
ទិស: tis
អនុភាគ: aonupheak
ហយា: hoyak
ការប្រព្រឹត្ត: karbrapret
កណ្ដុរ: kandol
សាណា: sana
កនិដ្ឋា: kanidtha
រអាក់រអើ: roaakaroaaeu
ទំនាស់: tumneas
រមែង: romeaeng
ប្រហាំង: brohang
ត្រដាង: trodang
ភែលភល: pheaelophol
ទច់: toch
ថវិកាជាតិ: thovikacheat
ចតុរង្គ: chotorongkor
សន្ទិះ: sontis
ឡង់: longg
ឡើយនីលែង: lerynyleng
ហ័តហោង: hathoang
របោះ: robaoh
ង៉ៅ: ngov
ព្រះព្រហ្ម: preah prom
ការសម្រួល: karsomruol
គំរល: kumrol
អាជីវករ: aachivokor
ជោក: chouk
សម្ភាសិត: sompheaset
ចង្ក្រម: changkrom
ហែហម: hehorm
រាជតាន្វិត: reachtanvit
ស្រឡឹង: sroloeng
ទម្ងន់: tomngun
ប្រមាត់ដី: bromatdei
អង: aang
ក្រហែត: krahaet
ហ្មនួត: manuot
សីហឡ: seihal
សម្អាត: som art
ស្គុស: skos
ការអប់រំ: karabrum
ឡើយនីលែង: laeuynylaeng
ភិតភ័យ: phitphei
ទីមទាម: timteam
ចឺងគ្រឹមៗ: cheungkruem
ប៉ប្លឹក: babloek
គ្រឿង: krerng
វិធាន: vithean
រមិលគុណ: romilokun
សមុទយៈ: samutoyeak
បុះ: boh
ជ័យជម្នះ: cheychomnes
