romanized,khmer,frequency
phol,ភល,1
chrenhchronh,ច្រេញច្រុញ,1
aarohantor,អរហន្ត,1
bracheasvoneakar,ប្រជាសវនាការ,1
troam,ត្រុំ,1
hrortei,ហឫទ័យ,1
kanhjeat,កញ្ជាត,1
korkaiek,កក្អៀក,1
hatheni,ហត្ថិនី,1
kao,កែវ,1
tueueah,ទឺះ,1
sottobbokoronaphithomm,សត្តប្បករណាភិធម្ម,1
tamruy,តម្រុយ,1
botheaneanuyouk,បធានានុយោគ,1
svastek,ស្វស្តិក,1
mongkoloborey,មង្គលបុរី,1
romdoul,រំដួល,1
brambei,ប្រាំបី,1
Comoros,កូម័រ,1
real,រាល,1
chum neanh,ជំនាញ,1
sromem,ស្រមេម,1
kokreuk,កក្រើក,1
aoneakol,អនាកុល,1
Nepal,នេប៉ាល់,1
kamlov,កម្លៅ,1
viteseka,វិទេសិកា,1
chambaeng,ចំបែង,1
khloung,ឃ្លោង,1
chabpongrot,ចាប់ពង្រត់,1
rodthasaphea,រដ្ឋសភា,1
aatinn,អទិន្ន,1
popuhsondaek,ពពុះសណ្ដែក,1
leakkonsaeng,លាក់កន្សែង,1
rongeavokok,រងាវកក,1
yeanbatrar,យានបាត្រ,1
chea,ជា,1
kourkkhakamm,គោរក្ខកម្ម,1
bangaaul,បង្អើល,1
chhneang,ឈ្នាង,1
hab,ហប,1
rumchoul,រំជួល,1
vodthon,វឌ្ឍន,1
banteaychhmar,បន្ទាយឆ្មារ,1
brothuon,ប្រថួន,1
omlong,អំឡុង,1
lokhu,លឃុ,1
pheasasastrar,ភាសាសាស្ត្រ,1
jreab,ជម្រាប,1
kdok,ក្ឌុក,1
thonkreit,ធនក្រីត,1
sbaekachaung,ស្បែកជើង,1
aompoka,អម្ពកា,1
rumpheay,រំភាយ,1
karphsay,ការផ្សាយ,1
erthipul,ឥទ្ធិពល,1
bom phley,បំភ្លៃ,1
sie,សៀ,1
kroveaeng,គ្រវែង,1
bonghok,បង្ហក់,1
mokor,មករ,1
tunhteanh,ទូញទាញ,1
pongreak,ពង្រាក,1
priech,ព្រៀច,1
sayomeas,សាយមាស,1
samreae,សំរែ,1
lenglong,ឡិងឡង់,1
sambohar,សម្បហារ,1
aokkhonti,អក្ខន្តី,1
baschem,បស្ចិម,1
chomlongrouk,ចម្លងរោគ,1
phdout,ផ្ដូត,1
p'teh,ប្រទេស,1
pruk,ព្រុកៗ,1
aantolikkhar,អន្តលិក្ខ,1
bareaphop,បរាភព,1
klay,ក្លាយ,1
poplouk,ពភ្លក់,1
rontipheap,រន្តិភាព,1
sayueun,សាយឺន,1
phaakphaaeuk,ផ្អាក់ផ្អើក,1
svaypheap,ស្វ័យភាព,1
hveil,ហ្វ៊‌ីល,1
sakateakeami,សកទាគាមិ,1
bampout,បំពោត,1
branengbranong,ប្រណិងប្រណុង,1
rosehrosaoh,រសេះរសោះ,1
bongaeae,បង្អែ,1
banteaysrei,បន្ទាយស្រី,1
vileboneak,វិលេបនៈ,1
hetphet,ហេតុភេទ,1
veab,វាប់,1
moun,មួន,1
kokrich,គគ្រិច,1
rohetrohout,រហេតរហូត,1
chokrayuth,ចក្រាយុធ,1
dob,ដុប,1
chhmeae,ឈ្មែ,1
aangkiros,អង្គីរស,1
ksein,ក្សីណ,1
brateloum,ប្រតិលោម,1
meluem,មេលឹម,1
prieb,ប្រៀប,1
brokhong,ប្រខង,1
aoy,អ៊ុយ,1
aeichong,អ៊‌ីចុង,1
sangkhoar,សង្ឃ័រ,1
konliet,កន្លៀត,1
sthovireak,ស្ថវិរៈ,1
preah,ព្រះ,1
tralak,ត្រឡក,1
aaneaharouk,អានាហរោគ,1
skoemskai,ស្កឹមស្កៃ,1
phnoam,ភ្នាំ,1
ronoungronang,រណូងរណាង,1
ubbal,ឧប្បល,1
pheroveak,ភេរវៈ,1
srolueng,ស្រលឹង,1
msilmngeimuoyoneay,ម្សិលម្ង៉ៃមួយនាយ,1
chantoul,ចន្ទោល,1
chang,ចាង,1
ter,ធ្វើ,1
prophop,ប្រភព,1
klong,ក្លង,1
vouharubchivini,វោហារុបជីវិនី,1
chhpong,ឆ្ពង់,1
kolbot,កុលបុត្រ,1
banhchhit,បញ្ឆិត,1
thoch,ថុច,1
rubokay,រូបកាយ,1
yothanukram,យថានុក្រម,1
tomruem,តម្រឹម,1
chboch,ច្បុច,1
aanoumtossei,អនោមទស្សី,1
chakkhobatthamphok,ចក្ខុបត្ថម្ភក,1
mos,ម៉ោះ,1
nheaem,ញ៉ែមៗ,1
puoch,ពួច,1
khveal,ឃ្វាល,1
totoungtotang,តតូងតតាង,1
ohat,ឱហាត,1
pibak,ពិបាក,1
bangokok,បាងកក,1
brapey,ប្រពៃ,1
bopvochchea,បព្វជ្ជា,1
bantueng,បន្តឹង,1
rokamokh,រកមុខ,1
branaengbranaong,ប្រណែងប្រណោង,1
reathon,រាធន៍,1
ngeas,ងាស,1
trokietbaong,ត្រកៀតប៉ោង,1
vok,វក់,1
sobann,សុបណ្ណ,1
sromei,ស្រមៃ,1
ubatean,ឧបាទាន,1
norokheatkomm,នរឃាតកម្ម,1
ngiv,ងីវ,1
aaphithmmik,អាភិធម្មិក,1
sabboros,សប្បុរស,1
bakkhasampoanthor,បក្ខសម្ព័ន្ធ,1
aonteveasen,អន្តេវាសិន,1
thorm,ធម្ម,1
khlau,ខ្លៅ,1
aaphtang,អផ្ទង់,1
heumak,ហិមៈ,1
meatrar,មាត្រ,1
krouh,គ្រោះ,1
sami,សាមី,1
bobrechphneaek,ប៉ប្រិចភ្នែក,1
trok,ត្រក,1
smat,ស្មត់,1
aophisaothon,អភិសោធន៍,1
trub,ទ្រុប,1
smon,ស្មន់,1
bongbanh,បង់បាញ់,1
aokkhor,អក្ខរ,1
chyot,ច្យុត,1
klaeng,កន្លែង,1
bonhcheabopeakyor,បញ្ជាប់ពាក្យ,1
chhdaor,ឆ្ដោរ,1
pkakomrong,ផ្កាកម្រង,1
rirsey,ឫស្សី,1
heumovoat,ហិមវ័ត,1
chrokaeng,ច្រកែង,1
mochchhandasanhnha,មច្ឆណ្ឌសញ្ញា,1
damnoh,ដំណុះ,1
lbeay,ល្បាយ,1
smottrud,ស្មុតទ្រុឌ,1
chraloeng,ច្រឡឹង,1
aontorodthoka,អន្តរដ្ឋកា,1
rondom,រណ្ដំ,1
chrob,ច្រប់,1
stoung,ស្ទូង,1
sbaekochaung,ស្បែកជើង,1
moronobay,មរណុបាយ,1
traleang,ត្រលាំង,1
barien,បារៀន,1
sauhryt,សៅហ្ឫទ,1
khloam,ឃ្លាំ,1
aokearoveak,អគារវៈ,1
sambukachab,សម្បុកចាប,1
sonhcheat,សញ្ជាត,1
vibbayouk,វិប្បយោគ,1
rortreay,រាត់រាយ,1
proloam,ព្រលាំ,1
phaendei,ផែនដី,1
vichchhay,វិច្ឆាយ,1
PP,ភ្នំពេញ,1
selouroskor,សិលោរស្ក,1
chbaol,ច្បោលៗ,1
aayoskomphor,អយស្កុម្ភ,1
meatali,មាតលី,1
krai,ក្រៃ,1
vikheasahar,វិឃាសាហារ,1
loungpreahbang,ហ្លួងព្រះបាង,1
kamproy,កំព្រយ,1
kondeng,កណ្ដេង,1
sarubb,សារុប្ប,1
kang,កាង,1
sameameatrar,សមាមាត្រ,1
aongkonh,អង្គញ់,1
chhet,ឆិត,1
kbalmoeang,ក្បាលមឿង,1
sveikoron,ស្វីករណ៍,1
klon,ក្លន,1
anhjernh,អញ្ជើញ,1
karpitnas,ការពិតណាស់,1
krapot,ក្រពត,1
chaungkhlaeng,ជើងខ្លែង,1
rosathan,រឱសឋាន,1
sbang,ស្បង់,1
trongtreay,ទ្រង់ទ្រាយ,1
piphop,ពិភព,1
mreah,ម្រះ,1
reachisei,រាជិសី,1
keae,គែ,1
vikkhettchett,វិក្ខិត្តចិត្ត,1
lonteae,លន្តែ,1
brobech,ប្របិច,1
vudtheabchayoneak,វុឌ្ឍាបចាយនៈ,1
kokritkokreat,គគ្រីតគគ្រាត,1
barang,បារាំង,1
chongaulkhmaoch,ចង្អុលខ្មោច,1
roluhroleanh,រលុះរលាញ,1
rolo,រឡូ,1
komhel,កំហិល,1
snehohai,ស្នេហ៍ហៃ,1
phdieng,ផ្ដៀង,1
hel,ហិល,1
beung,ប៉ឺង,1
brangkon,ប្រាង្គណ៍,1
smang,ស្មង,1
bratong,ប្រទង់,1
mochchherchett,មច្ឆេរចិត្ត,1
brotabbronhal,ប្រតាប់ប្រញាល់,1
tehtaoh,តេះតោះ,1
aavosedthar,អវសិដ្ឋ,1
kontuem,កន្តឹម,1
aophyeakom,អភ្យាគម,1
chakakralek,ចាក់ក្រឡេក,1
chambrob,ចំប្រប់,1
chongpung,ចងពុង,1
bopah,ប៉ប៉ះ,1
braphot,ប្រផុត,1
chamnam,ចំណាំ,1
kralien,ក្រលៀន,1
sovoniy,សវនីយ៍,1
prut,ព្រូត,1
aaphismeacharik,អាភិសមាចារិក,1
noroseihak,នរសីហៈ,1
chumngeu,ជំងឺ,1
sochchhekeriyea,សច្ឆិកិរិយា,1
chomnay,ចំណាយ,1
aavoukat,អាវ៉ូកាត៍,1
konhjang,កញ្ចាំង,1
aondoung,អណ្ដូង,1
aadthakatha,អដ្ឋកថា,1
mochchhari,មច្ឆរី,1
savotar,សាវតារ,1
yutthochon,យុទ្ធជន,1
pen,ពេន,1
monoromyor,មនោរម្យ,1
bramaul,ប្រមើល,1
peahosochch,ពាហុសច្ច,1
konlongkhnob,កន្លងខ្នប់,1
brev,ប្រេវ,1
ponlong,ពន្លង់,1
thnos,ធ្នស់,1
pingpeang,ពីងពាង,1
chakrareasei,ចក្ររាសី,1
luenlong,ឡឺនឡង់,1
aatthepheap,អត្ថិភាព,1
brachean,ប្រជាន់,1
lung,លុង,1
chotosdomphor,ចតុស្ដម្ភ,1
banhchour,បញ្ចោរ,1
ubakaron,ឧបករណ៍,1
yub,យប់,1
chakchetonea,ចាគចេតនា,1
rolenh,រលេញ,1
aanektthasamkhya,អនេកត្ថសំខ្យា,1
aoborolouk,អបរលោក,1
methkopheap,មេធគភាព,1
aombeay,អម្បាយ,1
aanuch,អនុជ,1
korkaech,កក្អិច,1
aontuy,អន្តុយ,1
srabakasrabal,ស្របក់ស្របាល,1
chonlekha,ចន្ទលេខា,1
kechkar,កិច្ចការ,1
tokokae,តុកកែ,1
yukkboatror,យុកក្ប័ត្រ,1
kamplerng,កាំភ្លើង,1
ryksonak,ឫក្សណៈ,1
bengbaoh,ប៉េងប៉ោះ,1
thet,ឋិត,1
anakanoam,អ្នកនាំ,1
kammokar,កម្មការ,1
bietobien,បៀតបៀន,1
kamuok,កំអួក,1
tangveay,តង្វាយ,1
kromeang,គ្រមាំង,1
bronuet,ប្រណិត,1
popruem,ពព្រឹម,1
aarues,អារឹស,1
soymeeak,សុយម៉េៈ,1
loksmonak,លក្ស្មណៈ,1
phop,ភព,1
autuen,ឪទឹន,1
broveng,ប្រវែង,1
loapthor,ល័ព្ធ,1
tencheate,តិណជាតិ,1
chiemchoam,ចៀមជាំ,1
kromeanh,គ្រមាញ,1
kantrob,កន្ត្រប់,1
krueeah,គ្រឹះ,1
karsomrech,ការសម្រេច,1
tong,ទង់,1
chrak,ច្រាក,1
robaeng,របែង,1
phiek roy,ភាគរយ,1
ter,ទេរ,1
poprol,ពព្រល,1
bril,ប្រិល,1
morkveam,ហ្មគ្វាម,1
somboyouk,សម្បយោគ,1
tokkheneyysambotea,ទក្ខិណេយ្យសម្បទា,1
bedkotrai,បិដកត្រ័យ,1
thmungkonhchuh,ធ្មុងកញ្ចុះ,1
jlery,ឆ្លើយ,1
badeharyor,បាដិហារ្យ,1
bromukh,ប្រមុខ្យ,1
khpongmekh,ខ្ពង់មេឃ,1
soutrea,សូទ្រា,1
khnhek,ខ្ញិកៗ,1
aoborokal,អបរកាល,1
aamream,អម្រាម,1
sralan,ស្រឡន,1
aontongoaang,អន្ទង់អាំង,1
srote,ស្រុតិ,1
rompong,រំពង,1
pkot,ផ្គត់,1
konsoum,កន្សោម,1
tronel,ទ្រនេល,1
aie,អៀ,1
batesareach,បទេសរាជ,1
vochir,វជីរ,1
santeah,សន្ទះ,1
kontheay,កន្ធាយ,1
ruy,រុយ,1
bradenh,ប្រដេញ,1
vissot,វិស្សុត,1
aakhr,អឃ៌,1
prouy,ព្រួយ,1
meanop,មាណពក៍,1
ery,អើយ,1
aongkeae,អង្គែ,1
svareak,ស្វរៈ,1
rongkeakbongkoul,រង្កៀកបង្គោល,1
krotaeun,ក្រតើន,1
kaeuch,កើច,1
nirouth,និរោធ,1
konhchrong,កញ្ច្រង់,1
khos,ខុស,1
manout,ហ្មនួត,1
phlov,ភ្លៅ,1
computer,កុំព្យូទ័រ,1
tjaek,ត្រជាក់,1
komphloem,កំផ្លឹម,1
preat,ព្រាត់,1
kauseb,កៅសិប,1
samroub,សម្រោប,1
moukkhar,មោក្ខ,1
sanghoron,សង្ហរណ៍,1
plet,ភ្លែត,1
leakthyung,លាក់ធ្យូង,1
svostek,ស្វស្តិក,1
sahabrathean,សហប្រធាន,1
rumaaerumauoy,រំអែរំអួយ,1
srous,ស្រ៊ូស,1
krolonh,ក្រឡុញ,1
aaseitesavok,អសីតិសាវក,1
samnok,សំណក,1
kechbrachum,កិច្ចប្រជុំ,1
aanek,អនេក,1
tombut,តម្បុត,1
batokar,បាតុករ,1
khlanh,ខ្លាញ់,1
thum,ធំ,1
banhchauch,បញ្ចើច,1
sosrous,សស្រូស,1
vichoy,វិជយ,1
aonnam,អណ្ណាម,1
poasdo,ព័ស្ដុ,1
kboskbay,ក្បោះក្បាយ,1
pipith,ពិពិធ,1
batteteanomoyeak,បត្តិទានមយៈ,1
sokokal,សកកាល,1
bang,ប៉័ងតោ,1
vipheap,វិភាព,1
khah,ខះ,1
aatthoku,អទ្ធគូ,1
rotnakar,រត្នាករ,1
dl,ដែល,1
khpong,ខ្ពង់,1
sorisroeb,សរីស្រឹប,1
kranhang,ក្រញាំង,1
kemicheat,កិមិជាតិ,1
aopoatthor,អព័ទ្ធ,1
neakolouk,នាគលោក,1
haehay,ហែហៃ,1
humprae,ហ៊ុមព្រែ,1
phdasay,ផ្ដាសាយ,1
lyychea,ឮជា,1
treyongsor,ត្រិយង្ស,1
jlart,ឆ្អែត,1
visatis,វិសទិស,1
bondal,បណ្ដាល,1
bochchekak,បច្ចេកៈ,1
romtom,រំទំ,1
komping,កំពីង,1
phteh,ផ្ទះ,1
aontrauk,អន្ត្រើក,1
meatoniev,មាត់នៀវ,1
auon,អួន,1
konhcheahkonhchay,កញ្ជះកញ្ជាយ,1
aavirutthor,អវិរុទ្ធ,1
lav,ឡៅ,1
chamchea,ចំជា,1
peaherokatha,ពាហិរកថា,1
thaukae,ថៅកែ,1
aandaet,អណ្ដែត,1
chhmong,ឈ្មង,1
sralang,ស្រឡាង,1
aaropintor,អរពិន្ទ,1
kuli,គូលី,1
rongkeal,រង្គាល,1
komphleanh,កំភ្លាញ,1
Bahamas,បាហាម៉ា,1
srabaknea,ស្របគ្នា,1
setthikar,សិទ្ធិករ,1
naev,ណែវ,1
aoyoukin,អយោគិន,1
tivsopheak,ទិវសភាគ,1
peak,ពាក្យ,1
lbeakatuek,ល្បាក់ទឹក,1
kampraul,កំព្រើល,1
brotham,ប្រថម,1
lilha,លីឡ្ហា,1
sloh,ស្លុះ,1
nerk,នឹក,1
kor,ក៏,1
ropaekropaok,រប៉ែករប៉ោក,1
roael,រអិល,1
ruetchamnong,រឹតចំណង,1
lhauy,ល្ហើយ,1
huoy,ហួយ,1
trasab,ត្រសាប់,1
votsar,វត្ស,1
korutous,គរុទោស,1
uusovoat,ឩសវ័ត,1
somuh,សមុហ៍,1
bontaut,បន្តើត,1
vithubnokomm,វិធូបនកម្ម,1
lori,ឡូរី,1
sebbkamm,សិប្បកម្ម,1
motteka,មត្តិកា,1
kohkar,កុះករ,1
kar,ការ,1
brordeut,ប្រឌិដ្ឋ,1
tinomukh,ទិនមុខ,1
mohaorsrop,មហោរស្រព,1
kanhchrok,កញ្ជ្រក់,1
aonubveati,អនុបវាទី,1
aanukonak,អនុគណៈ,1
aalmpor,អាលម្ពរ,1
spaeun,ស្ពើន,1
tupphikkhophey,ទុព្ភិក្ខភ័យ,1
chongveay,ចង្វាយ,1
bravotteheto,ប្រវត្តិហេតុ,1
dikate,ឌិកតេ,1
kompong,កំពុង,1
aangkrong,អង្គ្រង,1
lech,ឡិច,1
huos,ហួស,1
tarun,តរុណ,1
kanhjo,កញ្ជោ,1
orb,អប់,1
kambet,កាំបិត,1
srolerker,ស្រឡឺកឺ,1
aontorocheate,អន្តរជាតិ,1
baokkhropoasr,បោក្ខរព័ស៌,1
brasoutekrueeah,ប្រសូតិគ្រឹះ,1
broteveton,ប្រតិវេទន៍,1
chivea,ជីវា,1
chot,ចត់,1
bangreah,បង្រះ,1
runhaangreae,រុញអង្រែ,1
kraaoub,ក្រអូប,1
lhoul,ល្ហោល,1
pyeabal,ព្យាបាល,1
sdan,ស្ដន,1
bongaon,បង្អន់,1
broha,ប្រហារ,1
rokmor,រកម,1
ke,កេរ,1
aoherik,អហិរិក,1
broneboaton,ប្រណិប័តន៍,1
vueng,វឹង,1
tuchchoteak,ទុច្ឆន្ទៈ,1
chhal,ឆាល់,1
set,សេត,1
tumpeangju,ទំពាំងជូរ,1
pituryor,ពិទូរ្យ,1
bantuoch,បន្តួច,1
rysodei,ឫសដី,1
trak,ត្រក,1
morona,មរណា,1
aanesaneak,អនេសនៈ,1
sapvodang,សព្វដង,1
trakoul,ត្រកូល,1
hempien,ហេមពាន្ត,1
vechak,វេជ្ជ,1
neak,អ្នក,1
khontorea,ខន្ទរា,1
ekukonha,ឯកឧកញ៉ា,1
jbas,ច្បាស់,1
neasa,នាសា,1
tra,ត្រា,1
yaur,យ៉ើ,1
toteah,ទទះ,1
chotomuk,ចតុមុខ,1
reayorong,រាយរង,1
kohkong,កោះកុង,1
phaakophaaeuk,ផ្អាក់ផ្អើក,1
hasden,ហស្ដិន,1
rokam,រកាំ,1
somtos,សុំទោស,1
romseay,រម្សាយ,1
banteaylongveaek,បន្ទាយលង្វែក,1
chonhchuoch,ជញ្ជួច,1
phoyubtrop,ភយូបទ្រព,1
rongouv,រង៉ូវ,1
prueksa,ព្រឹក្សា,1
mok,មុខ,1
yatephong,យតិភង្គ,1
ronthaveaseni,រន្ធវាសិនី,1
virulhok,វិរូឡ្ហក,1
chumnour,ជំនោរ,1
vibrchchhonn,វិប្រច្ឆន្ន,1
aothirouhenei,អធិរោហិណី,1
srakak,ស្រកាក,1
boromosop,បរមសព,1
leaylokkhan,លាយលក្ខណ៍,1
lopoborei,លពបុរី,1
troksanh,ត្រោកសាញ,1
chomaeh,ចម្អេះ,1
sdien,ស្ដៀន,1
popi,ពពីរ,1
samtung,សម្ទូង,1
Maldives,ម៉ាល់ឌីវ,1
aontouk,អន្ទោក,1
aatidthar,អទិដ្ឋ,1
sangruom,សង្រួម,1
lumneach,លំនាច,1
kbok,ក្បក,1
ronhaernhov,រញ៉ែរញ៉ូវ,1
nhotte,ញត្តិ,1
chhachaol,ឆាចោល,1
mles,ម្ល៉េះ,1
vichyini,វិជយិនី,1
phnong,ផ្នង់,1
phutokal,ភូតកាល,1
srovueng,ស្រវឹង,1
banlumchoul,បន្លំចូល,1
brochruos,ប្រជ្រួស,1
chrouk,ជ្រោក,1
kampuchea,កម្ពុជា,1
hoktei,ហទ័យ,1
chak,ចាក់,1
sanhchob,សញ្ជប់,1
aakkhathut,អក្ខធូត,1
tlob,ធ្លាប់,1
kjork,កញ្ចក់,1
preahsangkhor,ព្រះសង្ឃ,1
lonlong,លន្លង់,1
tokkhenatean,ទក្ខិណាទាន,1
chonlenh,ជន្លេញ,1
kamnen,កំណិន,1
sdeut,ស្ដឺត,1
breuthpi,ប្រឹថពី,1
chumraus,ជំរើស,1
aeina,អីណា,1
ngut,ងូត,1
brateal,ប្រទាល,1
brodab,ប្រដាប់,1
thammeat,ថាមមាត្រ,1
aophi,អភិ,1
sombaum,សម្បើម,1
aomottonhnhu,អមត្តញ្ញូ,1
tilean,ទីលាន,1
someathean,សមាធាន,1
aopholobroteanprueksor,អផលប្រទានព្រឹក្ស,1
vosavottei,វសវត្តី,1
chhmab,ឆ្មប,1
kork,កក,1
baong,ប៉ោង,1
sottrud,ស៊ុតទ្រុឌ,1
bas,បាស,1
chrahenh,ច្រហេញ,1
bach,បាច់,1
songkol,សង្កល,1
slesmar,ស្លេស្ម,1
khchaokkhchak,ខ្ជោកខ្ជាក,1
topouk,តពោក,1
roaaetaroaat,រអែតរអត,1
branethi,ប្រណិធិ,1
meba,មេបា,1
rossatossei,រស្សទស្សី,1
roveangprey,រវាំងព្រៃ,1
tudaek,ទូដែក,1
chumleab,ជំលាប,1
bampan,បំប៉ន,1
tokotol,តុកតុល,1
braber,ប្របេរ,1
aondatokou,អណ្ដាតគោ,1
pun marn,ប៉ុន្មាន,1
totaetotao,តតែតតោ,1
brabiet,ប្របៀត,1
har,ហារ,1
aomosott,ឱមសត្ត,1
karbonhchhob,ការបញ្ឈប់,1
kreikrar,ក្រីក្រ,1
kamphuon,កំភួន,1
krohar,គ្រហរ,1
chamnuob,ចំនួប,1
kdokkdoul,ក្ដុកក្ដួល,1
svoreak,ស្វរៈ,1
romhuot,រំហួត,1
sottomohathan,សត្តមហាឋាន,1
brai,ប្រៃ,1
samphovesei,សម្ភវេសី,1
karsongsai,ការសង្ស័យ,1
pongjab,ពងចាប,1
samon,សមណ,1
konhchusmean,កញ្ជុសមាន់,1
phnot,ផ្នត់,1
bralong,ប្រលង,1
chikraeng,ជីក្រែង,1
satissanhnhea,សទិសសញ្ញា,1
komjey,កម្ចី,1
rokheut,រខឺត,1
nhiech,ញៀច,1
kanhjrong,កញ្ច្រង់,1
kdukkdoul,ក្ដុកក្ដួល,1
sang,សាំង,1
kanya,កន្យា,1
klahan,ក្លាហាន,1
sauvniy,សៅវនីយ៍,1
se,សេរ,1
peanechchokar,ពាណិជ្ជករ,1
Myanmar,មីយ៉ាន់ម៉ា,1
aatmar,អាត្ម,1
steng,ស្ទេង,1
bonluonh,បន្លួញ,1
lol,ឡុលៗ,1
keathapean,គាថាពាន់,1
bathokak,បាឋកៈ,1
naealonueng,ន្អាលនឹង,1
dongkuv,ដង្កូវ,1
aadthaban,អដ្ឋបាន,1
kontuotbraong,កន្ទួតប្រោង,1
thvat,ថ្វាត់,1
bonteal,បន្ទាល់,1
aapyop,អព្យព,1
heumeak,ហិមៈ,1
aakatavetita,អកតវេទិតា,1
chet,ចិត,1
skor,ស្ករ,1
tonlebasak,ទន្លេបាសាក់,1
aabolab,អាបឡាប,1
roaies,រអៀស,1
chonhcheab,ជញ្ជាប,1
chbout,ច្បូត,1
sam,ស៊ាំ,1
lekhathikar,លេខាធិការ,1
aapphean,អព្ភាន,1
sroeb,ស្រឹបៗ,1
mochchhim,មជ្ឈិម,1
mikcheate,មិគជាតិ,1
brokoborobor,ប្រកបរបរ,1
kobakar,កុបករ,1
rueb,រឹប,1
tachi,តាជី,1
sammukheiphut,សម្មុខីភូត,1
brokasokak,ប្រកាសកៈ,1
ropatrobay,រប៉ាត់រប៉ាយ,1
domner,ដំណើរ,1
bangkung,បង្កុង,1
aosoaonholumkenh,អស់អញលំគេញ,1
bongchumteanh,បង់ជំទាញ,1
aothik,អធិក,1
puchsatvar,ពូជសត្វ,1
hottheni,ហត្ថិនី,1
aosonghearim,អសង្ហារិម,1
rumaaeuk,រំអើក,1
houpu,ហ៊ូពូ,1
aondaeuk,អណ្ដើក,1
thumklen,ធុំក្លិន,1
komnirt,គំនិត,1
pyeabat,ព្យាបទ,1
svami,ស្វាមី,1
koutom,គោតម,1
haem,ហែម,1
chamlong,ចំលង,1
rerm,រើម,1
tradev,ត្រដេវ,1
haotrak,ហោត្រ,1
ponyau,ពន្យើ,1
sonti,សន្តិ,1
thlorb,ធ្លាប់,1
aathibteyy,អធិបតេយ្យ,1
jomngir,ជំងឺ,1
rovek,រវ៉ិក,1
kampingdoung,កំពីងដូង,1
ubocheatechchhontor,ឧបជាតិច្ឆន្ទ,1
pophluok,ពភ្លួក,1
aounh,អ៊ូញ,1
chammuk,ចំមុខ,1
kohok,កុហក,1
aabochon,អាប់ចុន,1
veasoveang,វាសវាង,1
kaysamphoss,កាយសម្ផស្ស,1
saklat,សក្លាត,1
neartocheatak,នារទជាតក,1
traung,ទ្រើង,1
trokeak,ត្រគាក,1
phchok,ផ្ចុក,1
svaha,ស្វាហា,1
lmaus,ល្មើស,1
phdae,ផ្ដែ,1
hahhai,ហាសហាយ,1
stoub,ស្តូប,1
changauor,ចង្អួរ,1
choutneakar,ជោតនាការ,1
ahoeak,អ្ហឹៈ,1
leom,ឡឺម,1
nah,ណាស់,1
sasroeb,សស្រឹប,1
hothemearuk,ហត្ថិមារក,1
tamnouch,តំណូច,1
broka,ប្រកា,1
hendou,ហិណ្ឌូ,1
soropechnhor,សរពេជ្ញ,1
kombaek,កំបែក,1
hoddovileaseni,ហដ្ដវិលាសិនី,1
anakakoamr,អ្នកគាំទ្រ,1
populothmar,ពពូលថ្ម,1
trayong,ត្រយង,1
sraoch,ស្រោច,1
saetsaang,ស្អិតស្អាង,1
lueb,លឹប,1
motochot,ម៉ត់ចត់,1
sasang,សាសង,1
slan,ស្លន់,1
sakanhak,សកញ៉ក,1
kriev,គ្រៀវ,1
hoth,ហត្ថ,1
tok,ទក,1
lbeun,ល្បឿន,1
kaevkolyan,កែវកល្យាណ,1
kontrong,កន្ត្រង,1
aanouschchopheap,អនោសជ្ជភាព,1
kokrirt,កក្រិត,1
aarouton,អារោទន,1
aangkus,អង្កុស,1
yachok,យាចក,1
sahakreas,សហគ្រាស,1
tet,តេត,1
kherng,ខឹង,1
Panama,ប៉ាណាម៉ា,1
yeavchivum,យាវជីវំ,1
bantaur,បន្ទើរ,1
aameasoy,អាមាសយ,1
kakakote,កាកគតិ,1
rosech,រសេច,1
rochalekha,រចលេខា,1
tromungsek,ទ្រមូងសេក,1
mohatrakal,មហាត្រកាល,1
aasaaanholumkenh,អស់អញលំគេញ,1
romoem,រម៉ឹម,1
boutekay,បូតិកាយ,1
chendea,ចិន្ដា,1
theroveat,ថេរវាទ,1
Poland,​ប៉ូឡូញ,1
pronom,ព្រនម,1
krobau,ក្របៅ,1
bretovorn,ប្រេតវ័ន,1
chompu,ជម្ពូ,1
bopruek,បូព្រឹក្ស,1
kolmochchhoriyeak,កុលមច្ឆរិយៈ,1
somnor bahang,សំណប៉ាហាំង,1
chaungphel,ជើងភេល,1
brathoun,ប្រថួន,1
aosophea,អសុភា,1
yosao,យោសោ,1
babreh,ប៉ប្រេះ,1
vikreidea,វិក្រីឌា,1
traet,ត្រែតៗ,1
srobang,ស្របាំង,1
heinghieng,ហ៊‌ីងហ៊ាង,1
brosotekomm,ប្រសូតិកម្ម,1
stoh,ស្ទុះ,1
brapeak,ប្រពាក់,1
korkroh,កក្រោះ,1
korngjau,កងចៅ,1
hot,ហូត,1
pipdthosochcha,ពិពឌ្ឍសច្ចា,1
robang,របង,1
ropenropan,រប៉ិនរប៉ាន់,1
aobbechchha,អប្បិច្ឆា,1
koeang,កឿង,1
rumlong,រំលង,1
phaoeah,ផ្អឹះ,1
chhuchhi,ឈូឈី,1
ekosak,ឯកស័ក,1
jumnes,ជម្នះ,1
kaetomrong,កែទម្រង់,1
banteab,បន្ទាប,1
damnenh,ដំណេញ,1
aongkob,អង្គប់,1
p'erl,ផ្អើល,1
lul,ឡុលៗ,1
sokhomeal,សុខុមាល,1
aatidthsoptor,អាទិដ្ឋសព្ទ,1
peah,ពះ,1
chinouros,ជិនោរស,1
