romanized,khmer,frequency
rongeam,រងៀម,1
rongean,រងាន់,1
rongeav,រងាវ,1
rongeavokak,រងាវកក,1
rongeavokok,រងាវកក,1
rongei,រងៃ,1
rongekrongak,រង៉ិករង៉ក់,1
rongekrongok,រង៉ិករង៉ក់,1
rongerm,រងើម,1
rongerongau,រងេរងើ,1
rongeut,រង៉ឺត,1
rongey,រងៃ,1
rongiek,រងៀក,1
rongiem,រងៀម,1
rongik,រងីក,1
rongirongau,រងីរងើ,1
rongironger,រងីរងើ,1
rongjak,រោងចក្រ,1
rongkau,រង្គើ,1
rongkauk,រង្គើក,1
rongkeachip,រង្គាជីព,1
rongkeak,រង្កៀក,1
rongkeakbongkoul,រង្កៀកបង្គោល,2
rongkeal,រង្គាល,1
rongkeas,រង្កៀស,1
rongkeat,រង្គាត់,1
rongkerk,រង្គើក,1
rongkiek,រង្កៀក,1
rongkiekbangkoul,រង្កៀកបង្គោល,1
rongkiekbongkoul,រង្កៀកបង្គោល,1
rongkies,រង្កៀស,1
rongkomm,រង្គំ,1
rongkor,រង្គ,1
rongkruoh,រងគ្រោះ,1
rongkum,រង្គំ,1
rongkuoh,រង្គោះ,1
rongochaung,រងជើង,1
rongocherng,រងជើង,1
rongochhay,រងឆាយ,1
rongodoeang,រង់ដឿង,1
rongokruoh,រងគ្រោះ,1
rongol,រងល់,1
rongotuek,រងទឹក,1
rongotukkhar,រងទុក្ខ,1
rongotukkhor,រងទុក្ខ,1
rongou,រង៉ូវ,1
rongouk,រងោក,1
rongouv,រង៉ូវ,1
rongouy,រងួយ,1
rongov,រង៉ូវ,1
rongsi,រង្សី,1
rongu,រងូ,1
rongum,រងុម,1
rongum,រងំ,1
ronguoy,រងួយ,1
ronguum,រងុំ,1
rongvaul,រង្វើល,1
rongveah,រង្វះ,1
rongveal,រង្វាល់,1
rongveas,រង្វាស់,1
rongvel,រង្វេល,1
rongvong,រង្វង់,1
rongvueng,រង្វឹង,1
ronh,រញ៉,1
ronh,រញ់,1
ronhae,រញ៉ែ,1
ronhaekronhak,រញ៉ែករញ៉ក,1
ronhaekronhok,រញ៉ែករញ៉ក,1
ronhaernhauv,រញ៉ែរញ៉ូវ,1
ronhaernhov,រញ៉ែរញ៉ូវ,1
ronhaernhuv,រញ៉ែរញ៉ូវ,1
ronhal,រញ៉ាល់,1
ronham,រញ៉ាំ,1
ronhamronhouv,រញ៉ាំរញ៉ូវ,1
ronhchouy,រញ្ជួយ,1
ronhchuoy,រញ្ជួយ,1
ronhea,រញា,1
ronheav,រញៀវ,1
ronhebronhob,រញ៉ិបរញ៉ុប,1
ronhechronhach,រញ៉េចរញ៉ាច,1
ronhechronhouch,រញ៉េចរញ៉ូច,1
ronhehronhaoh,រញ៉េះរញ៉ោះ,1
ronhei,រញ៉ី,1
ronhekronhok,រញ៉ិករញ៉ុក,1
ronhel,រញ៉ិល,1
ronhem,រញ៉ិម,1
ronhengronhang,រញ៉ិងរញ៉ាំង,1
ronhenh,រញេញ,1
ronhevronhav,រញ៉េវរញ៉ាវ,1
ronhevronhev,រញ៉េវរញ៉ាវ,1
ronhi,រញី,1
ronhiev,រញៀវ,1
ronhiv,រញីវ,1
ronhjouy,រញ្ជួយ,1
ronhoekronhae,រញ៉ឹករញ៉ែ,1
ronhom,រញម,1
ronhong,រញង់,1
ronhouronhenh,រញោរញេញ,1
ronhuek,រញឹក,1
ronhuekronhei,រញឹករញ៉ី,1
ronhuronhenh,រញូរញេញ,1
ronieb,រនាប,1
roniel,រនាល,1
roniem,រនាម,1
roniet,រនាត,1
roningroneang,រនិងរនាំង,1
ronob,រណប,1
ronol,រនល,1
ronol,រនោល,1
ronong,រនង,1
ronong,រនោង,1
ronorl,រនាល,1
ronouch,រនោច,1
ronoul,រនោល,1
ronoung,រនោង,1
ronoungronang,រណូងរណាង,1
ronout,រនួត,1
rontea,រន្ទា,1
ronteah,រន្ទះ,1
ronteahmeat,រន្ទះមាត់,1
ronteal,រន្ទាល,1
ronteb,រន្ទេប,1
ronthaveaseni,រន្ធវាសិនី,1
ronthean,រន្ថាន់,1
ronthokasatt,រន្ធកសត្ត,1
ronthokosott,រន្ធកសត្ត,1
ronthokovesei,រន្ធគវេសី,2
ronthokoveseni,រន្ធគវេសិនី,1
ronthonhaus,រន្ធញើស,1
ronthonhers,រន្ធញើស,1
ronthor,រន្ធ,1
ronthot,រន្ធត់,2
ronthoveas,រន្ធវាស,1
ronthoveasei,រន្ធវាសី,1
ronthoveaseni,រន្ធវាសិនី,1
ronthoveasey,រន្ធវាសី,1
ronthut,រន្ធត់,1
rontipheap,រន្តិភាព,1
rontueu,រន្ទឺ,1
ronuk,រនុក,1
ronuot,រនួត,1
ronut,រនូត,1
root,រូត,1
roouh,រអ៊ុះ,1
rop,រូប,1
ropaekropaok,រប៉ែករប៉ោក,1
ropaekropay,រប៉ែករប៉ាយ,1
ropaesropas,រប៉ែសរប៉ស,1
ropaesropos,រប៉ែសរប៉ស,1
ropaoy,រប៉ោយ,1
ropatrbay,រប៉ាត់រប៉ាយ,1
ropatrobay,រប៉ាត់រប៉ាយ,1
ropatropay,រប៉ាត់រប៉ាយ,1
ropautropaung,រពើតរពើង,1
ropay,រប៉ាយ,1
ropeak,រពាក់,1
ropeay,រពាយ,1
ropechropei,រប៉ិចរប៉ី,1
ropechropey,រប៉ិចរប៉ី,1
ropehropaoh,រប៉េះរប៉ោះ,1
ropekropok,រប៉ិករប៉ុក,1
ropelropoch,រប៉ិលរប៉ូច,1
ropelropouch,រប៉ិលរប៉ូច,1
ropelropuoch,រប៉ិលរប៉ូច,1
ropenropan,រប៉ិនរប៉ាន់,1
ropertropaong,រប៉ឺតរប៉ោង,1
ropertroperng,រពើតរពើង,1
ropesropas,រប៉េសរប៉ស,1
ropesropos,រប៉េសរប៉ស,1
ropetropot,រប៉ិតរប៉ុត,1
ropeutropaong,រប៉ឺតរប៉ោង,1
rophatarophoy,រផាត់រផុយ,1
rophatorophoy,រផាត់រផុយ,1
rophatroteang,រផាត់រទាំង,1
rophatrteang,រផាត់រទាំង,1
roping,រពីង,1
ropoung,រពោង,1
ropuek,រពឹក,1
ropuel,រពឹល,1
ropues,រពឹស,1
ropuk,រពុក,1
ropuy,រពុយ,1
ror,រក,1
ror,រាល់,1
ror beab,របៀប,1
rorb,រាប់,1
rorbayka,របាយការណ៍,1
rork,រក,1
rorl,រាល់,2
rorm,រាំ,1
rorng,រង,1
rors,រាស់,1
rort,រដ្ឋ,1
rortoreay,រាត់រាយ,1
rortreay,រាត់រាយ,1
roryeak,រយៈ,1
roryek,រយៈ,1
ros,រស,1
ros,រឱស,1
ros,រ៉ស់,1
rosabarosal,រសាប់រសល់,1
rosabarosay,រសាប់រសាយ,1
rosaborosay,រសាប់រសាយ,1
rosaborosol,រសាប់រសល់,1
rosach,រសាច,1
rosacheate,រសជាតិ,1
rosaeub,រសើប,1
rosak,រសក,1
rosak,រសាក,1
rosaoh,រសោះ,1
rosaong,រសោង,1
rosat,រសាត់,1
rosathan,រឱសឋាន,1
rosav,រសាវ,1
rosay,រសាយ,1
rosaynovit,រសាយនវិទ,1
roseal,រសៀល,1
rosech,រសេច,1
rosehrosaoh,រសេះរសោះ,1
rosei,រសី,1
rosek,រសិក,1
rosemrosam,រសេមរសាម,1
roserb,រសើប,1
rosev,រសេវ,1
rosiel,រសៀល,1
rosmei,រស្មី,1
rosmeimoat,រស្មីម័ត,1
rosocheate,រសជាតិ,1
rosoeb,រសឹប,1
rosoebrosieb,រសឹបរសៀប,1
rosoebrosiev,រសឹបរសៀវ,1
rosok,រសក,1
rosok,រសុក,1
rosol,រសុល,1
rosos,រសុស,1
rosothan,រឱសឋាន,1
rosouv,រសូវ,1
ross,រស្ស,1
rossacheate,រស្សជាតិ,1
rossakacheate,រស្សកជាតិ,1
rossakal,រស្សកាល,1
rossakasatt,រស្សកសត្ត,1
rossasanhnhea,រស្សសញ្ញា,1
rossasaptor,រស្សសព្ទ,1
rossasar,រស្សសរ,1
rossatossei,រស្សទស្សី,1
rossatosseni,រស្សទស្សិនី,1
rossavoth,រស្សាវុធ,1
rossavuth,រស្សាវុធ,1
rossocheate,រស្សជាតិ,1
rossokal,រស្សកាល,1
rossokocheate,រស្សកជាតិ,1
rossokosott,រស្សកសត្ត,1
rossosonhnhea,រស្សសញ្ញា,1
rossosoptor,រស្សសព្ទ,1
rossosor,រស្សសរ,1
rossotossei,រស្សទស្សី,1
rossotosseni,រស្សទស្សិនី,1
rot,រត,1
rot,រត់,1
rotaek,រតែក,1
rotaeng,រតែង,1
rotak,រតាក,1
rotan,រតន,1
rotanea,រតនា,1
rotaneak,រតនៈ,1
rotanokiri,រតនគិរី,1
rotanokiri,រតនគីរី,1
rotanoupheas,រតនោភាស,1
rotaok,រតោក,1
rotaong,រតោង,1
rotasandab,រត់សណ្ដាប,1
rotat,រតាត់,1
rotaus,រទើស,1
rotauv,រតូវ,1
rotav,រតាវ,1
rotay,រតាយ,1
rotayoun,រត់យួន,1
rotayuon,រត់យួន,1
rote,រតិ,1
roteaeng,រទែង,1
roteang,រទាំង,1
roteas,រទាស,1
rotebrotob,រតិបរតុប,1
roteh,រទេះ,1
rotek,រតេក,1
rotekrotok,រតិករតុក,1
rotenh,រទេញ,1
rotet,រតេត,1
rotev,រតេវ,1
rotey,រតេយ,1
roteyy,រតេយ,1
roth,រដ្ឋ,2
roth,រថ,1
roth muntrei,រដ្ឋមន្ត្រី,1
roth muntrey,រដ្ឋមន្ត្រី,1
rotha,រថា,1
rothakraoh,រថក្រោះ,1
rothaphlaung,រថភ្លើង,1
rothokraoh,រថក្រោះ,1
rothophlaung,រថភ្លើង,1
rothophlerng,រថភ្លើង,1
rothoubkaron,រថូបករណ៍,1
rothoubkoron,រថូបករណ៍,1
rothphlerng,រថភ្លើង,1
rothyon,រថយន្ត,1
roties,រទាស,1
rotis,រទីស,1
rotna,រត្នា,1
rotnakar,រត្នាករ,1
rotnakor,រត្នាករ,1
rotnar,រត្ន,1
rotnatrai,រត្នត្រ័យ,1
rotnor,រត្ន,1
rotnotrai,រត្នត្រ័យ,1
rotoam,រទាំ,1
roton,រតន,1
rotonea,រតនា,1
rotoneak,រតនៈ,1
rotong,រទង,1
rotong,រទោងៗ,1
rotonokiri,រតនគិរី,1
rotonokiri,រតនគីរី,1
rotonoupheas,រតនោភាស,1
rotosondab,រត់សណ្ដាប,1
rotot,រតូត,1
rotoung,រទោងៗ,1
rotout,រតូត,1
rotouv,រតូវ,1
rotov,រតូវ,1
rotoyoun,រត់យួន,1
rotoyuon,រត់យួន,1
rott,រត្ត,1
rott,រោទ៍,1
rottanhnhu,រត្តញ្ញូ,1
rottechar,រត្តិចរ,1
rottechchhet,រត្តិច្ឆេទ,1
rottechor,រត្តិចរ,1
rottekal,រត្តិកាល,1
rottentep,រត្តិន្ទិព,1
rottentip,រត្តិន្ទិព,1
rottepheak,រត្តិភាគ,1
rottobbal,រត្តុប្បល,1
rottobbol,រត្តុប្បល,1
rottonhnhu,រត្តញ្ញូ,1
rotu,រទូ,1
rotuh,រទុះ,1
roturotoam,រទូរទាំ,1
rotyon,រថយន្ត,1
roub,រួប,1
roubak,រោបក,1
rouban,រោបន,1
roubkarini,រោបការិនី,1
roubok,រោបក,1
roubon,រោបន,1
rouch,រួច,1
rouch,រោច,1
rouchaneak,រោចនៈ,1
rouchoneak,រោចនៈ,1
rouchreal,រួចរាល់,1
rouhenei,រោហិណី,1
rouheney,រោហិណី,1
rouhet,រោហិត,1
rouk,រោក,1
roukea,រោគា,1
roukeapeath,រោគាពាធ,1
roukeayotaneak,រោគាយតនៈ,1
roukeayotoneak,រោគាយតនៈ,1
rouki,រោគី,1
roukini,រោគិនី,1
roul,រោល,1
rouloreal,រោលរាល,1
roum,រួម,2
roum,រោម,1
roun,រួន,1
rounh,រួញ,1
rouppheab,រូបភាព,1
rourop,រោរព,1
rous,រស់,2
rous,រោស,1
rousacheate,រសជាតិ,1
rousocheate,រសជាតិ,1
rout,រួត,1
rout,រោទ៍,1
routhon,រោធន,1
routon,រោទន,1
rouy,រោយ,1
rouyoreay,រោយរាយ,1
rouyoriev,រោយរៀវ,1
rouysbai,រោយស្បៃ,1
rovach,រវ៉ាច់,1
rovaetrovat,រវ៉ែតរវ៉ត,1
rovaetrovot,រវ៉ែតរវ៉ត,1
rovaeuk,រវ៉ើក,1
rovak,រវ៉ក់,1
rovaob,រវ៉ោប,1
rovaoch,រវ៉ោច,1
rovauk,រវើក,1
rovaum,រវើម,1
rovauroveay,រវើរវាយ,1
rove,រវេ,1
roveaeng,រវែង,1
roveaengobang,រវែងបង់,1
roveaengobong,រវែងបង់,1
roveahroveam,រវះរវាម,1
roveam,រវាម,1
rovean,រវាន,1
rovean,រវាន់,1
roveang,រវាង,2
roveang,រវាំង,1
roveangprei,រវាំងព្រៃ,1
roveangprey,រវាំងព្រៃ,1
roveas,រវៀស,1
roveat,រវាត,1
rovechroveam,រវិចរវាម,1
rovei,រវៃ,1
rovek,រវ៉ិក,1
roveng,រវែង,1
roverk,រវើក,1
roverk,រវ៉ើក,1
roverm,រវើម,1
rovesrovas,រវ៉េសរវ៉ស,1
rovesrovas,រវ៉េសរវ៉ាស,1
rovesrovos,រវ៉េសរវ៉ស,1
rovesrovous,រវ៉េសរវ៉ូស,1
rovetrovat,រវ៉េតរវ៉ត,1
rovetrovot,រវ៉េតរវ៉ត,1
rovey,រវៃ,1
rovi,រវិ,1
rovichroveam,រវិចរវាម,1
rovies,រវៀស,1
rovihangsor,រវិហង្ស,1
rovihongsor,រវិហង្ស,1
rovik,រវីក,1
rovim,រវីម,1
rovin,រវិន,1
rovin,រវិន្ទ,1
rovintor,រវិន្ទ,1
rovis,រវីស,1
rovoandar,រវ័ណ្ឌ,1
rovoandor,រវ័ណ្ឌ,1
rovoch,រវច,1
rovok,រវ៉ក់,1
rovol,រវល់,95
rovom,រវម,1
rovorndar,រវ័ណ្ឌ,1
rovorndor,រវ័ណ្ឌ,1
rovos,រវ៉ូស,1
rovous,រវ៉ូស,1
rovub,រវូប,1
roy,រយ,1
roya,រយ៉ា,1
royai,រយ៉ៃ,1
royak,រយៈ,1
royeab,រយាប,1
royeah,រយះ,1
royeak,រយាក,1
royeak,រយៈ,3
royeakpeak,រយៈពាក្យ,1
royeakpeakyar,រយៈពាក្យ,1
royeakpeakyor,រយៈពាក្យ,1
royeakpel,រយៈពេល,1
royeal,រយាល,1
royean,រយាន,1
royeang,រយាង,1
royeay,រយាយ,1
royei,រយ៉ី,1
royek,រយៈ,1
royekroyouk,រយេករយោក,1
royel,រយ៉ិល,1
royeng,រយេង,1
royi,រយ៉ី,1
royik,រយីក,1
royikroyouk,រយីករយោក,1
roying,រយីង,1
roykaev,រ៉យកែវ,1
royokaev,រ៉យកែវ,1
royom,រយំ,1
royoun,រយោន,1
royoung,រយោង,1
royueut,រយឺតៗ,1
royum,រយំ,1
rrrr,អរ,1
ru,រូ,1
rub,រូប,2
rub pheap,រូបភាព,1
ruba,រូបា,1
rubakay,រូបកាយ,1
rubaphop,រូបភព,1
rubareang,រូបរាង,1
rubathat,រូបថត,1
rubei,រូបី,1
rubeni,រូបិនី,1
rubeny,រូបិនី,1
rubey,រូបិយ,1
rubokay,រូបកាយ,1
rubophop,រូបភព,1
ruboreang,រូបរាង,1
rubothot,រូបថត,1
rubpheab,រូបភាព,1
ruchchaneak,រុច្ចនៈ,1
ruchchoneak,រុច្ចនៈ,1
ruchea,រុជា,1
rucher,រុចិរ,1
rue,ឬ,1
rueah,រឹះ,1
rueb,រឹប,1
rueeah,រឹះ,1
ruel,រឹល,1
ruem,រឹម,1
ruem,រឹមៗ,1
rueng,រឿង,3
rueng,រ៉ឹង,1
ruengboeng,រឹងប៉ឹង,1
ruengbung,រឹងប៉ឹង,1
ruengoruet,រឹងរឹត,1
ruengorus,រឹងរូស,1
ruengrav,រឿងរ៉ាវ,1
ruengreav,រឿងរ៉ាវ,1
ruengtaoeng,រឹងត្អឹង,1
ruengtung,រឹងត្អឹង,1
ruesya,រឹស្យា,1
ruet,រឹត,1
ruetatae,រឹតតែ,1
ruetbantueng,រឹតបន្តឹង,1
ruetchamnang,រឹតចំណង,1
ruetchamnong,រឹតចំណង,1
ruetotae,រឹតតែ,1
ruettbet,រឹតត្បិត,1
ruettbett,រឹតត្បិត,1
ruetthi,រឹទ្ធិ,1
ruetthy,រឹទ្ធិ,1
rueung,រ៉ឺងៗ,1
rueut,រឺត,1
ruh,រុះ,1
ruhan,រូហាន,1
ruk,រុក,1
ruk,រូប,1
rukakoun,រុកកួន,2
rukakuon,រុកកួន,1
rukar,រុករ,1
rukarean,រុករាន,1
rukkha,រុក្ខា,1
rukkhar,រុក្ខ,1
rukkhor,រុក្ខ,1
rukokuon,រុកកួន,1
rukor,រុករ,1
rukorean,រុករាន,1
rul,រុល,1
rul,រ៉ុល,1
rum,រុំ,1
rum,រំ,1
rum el,រំអិល,1
rumaa,រំអា,1
rumaaeng,រំអែង,1
rumaaerumauoy,រំអែរំអួយ,1
rumaaeuk,រំអើក,1
rumael,រំអិល,1
rumaok,រំអុក,1
rumaokrumaae,រំអុករំអែ,1
rumauoy,រំអួយ,1
rumbal,រំបល់,1
rumbol,រំបល់,1
rumchak,រំចាក,1
rumchaub,រំជើប,1
rumchea,រំជា,1
rumcheae,រំជែ,1
rumcheaek,រំជែក,1
rumcheidai,រំចីដៃ,1
rumchek,រំចេក,1
rumchenh,រំជេញ,1
rumcherb,រំជើប,1
rumchik,រំជីក,1
rumchirumchea,រំជីរំជា,1
rumchoul,រំជួល,1
rumchumrumchaeng,រំជំរំជែង,1
rumchumrumcheaeng,រំជំរំជែង,1
rumchuol,រំជួល,1
rumdak,រំដាក,1
rumdaoh,រំដោះ,1
rumdek,រំដេក,1
rumdeng,រំដេង,1
rumdenh,រំដេញ,1
rumdenhomeas,រំដេញមាស,1
rumduol,រំដួល,2
rumh,រំហ,1
rumhach,រំហាច,1
rumhae,រំហែ,1
rumhaeuy,រំហើយ,1
rumhaok,រំហោក,1
rumhery,រំហើយ,1
rumhoas,រំហ័ស,1
rumhok,រំហុក,1
rumhour,រំហូរ,1
rumhout,រំហូត,1
rumhout,រំហួត,1
rumhuot,រំហួត,1
rumk,រំឭក,1
rumkach,រំកាច់,1
rumkachameas,រំកាច់មាស,1
rumkacharumkaoch,រំកាច់រំកោច,1
rumkachomeas,រំកាច់មាស,1
rumkachorumkaoch,រំកាច់រំកោច,1
rumkaoh,រុំកោះ,1
rumkeal,រំគាល,1
rumkeay,រំគាយ,1
rumkel,រំកិល,1
rumkenh,រំគេញ,1
rumkhan,រំខាន,1
rumkongokaevsnaeh,រំគងកែវស្នេហ៍,1
rumkongokaevsneh,រំគងកែវស្នេហ៍,1
rumlauk,រំលើក,1
rumlaung,រំលើង,1
rumlea,រំលា,1
rumleaeeah,រំលែះ,1
rumleaek,រំលែក,1
rumleak,រំលាក,1
rumleak,រំលៀក,1
rumleang,រំលាង,1
rumleang,រំលៀង,1
rumleay,រំលាយ,1
rumleb,រំលេប,1
rumlech,រំលេច,1
rumleh,រំលេះ,1
rumlek,រំលែក,1
rumlem,រំលេម,1
rumlerk,រម្លឹក,1
rumlerk,រំលើក,1
rumlerng,រំលើង,1
rumliek,រំលៀក,1
rumlieng,រំលៀង,1
rumliey,រំលាយ,1
rumling,រំលីង,1
rumlob,រំលប់,1
rumlok,រំលោក,1
rumlom,រំលំ,1
rumlong,រំលង,2
rumlos,រំលស់,1
rumlot,រំលត់,1
rumlot,រំលូត,1
rumlouk,រំលោក,1
rumloung,រំលោង,1
rumlouph,រំលោភ,1
rumlub,រំលុប,1
rumluek,រំលឹក,1
rumluh,រំលុះ,1
rumlum,រំលំ,1
rumlung,រំលុង,1
rumlut,រំលូត,1
rumngauk,រំងើក,1
rumngeab,រំងាប់,1
rumngeach,រំងាច,1
rumngeas,រំងាស់,1
rumngerk,រំងើក,1
rumngok,រំងក,1
rumnhouch,រំញោច,1
rumpaeuk,រំប៉ើក,1
rumpauk,រំពើក,1
rumpaun,រំពើន,1
rumpe,រំពេ,1
rumpea,រំពា,1
rumpeas,រំពាស់,1
rumpeat,រំពាត់,1
rumpech,រំពេច,1
rumpen,រំពេន,1
rumperk,រំប៉ើក,1
rumperk,រំពើក,1
rumpern,រំពើន,1
rumperng,រំពឹង,1
rumpey,រំពៃ,1
rumphauk,រំភើក,1
rumphauy,រំភើយ,1
rumpheay,រំភាយ,1
rumpherb,រំភើប,1
rumpong,រំពង,1
rumpot,រំពត់,1
rumpueng,រំពឹង,1
rumpuh,រំពុះ,1
rumsaoh,រំសោះ,1
rumsay,រំសាយ,1
rumsev,រំសេវ,1
rumsos,រំសុស,1
rumtom,រំទំ,1
rumtum,រំទំ,1
rumyeak,រំយាក,1
rumyik,រំយីក,1
rumyoul,រំយោល,1
run,រុន,1
rung,រុង,1
rung,រូង,1
rung,រ៉ូង,1
rungoroeang,រុងរឿង,1
rungreang,រុងរាំង,1
rungrouchan,រុងរោចន៍,1
rungrouchon,រុងរោចន៍,1
runh,រុញ,1
runh,រ៉ុញ,1
runhaangrae,រុញអង្រែ,1
runhaangreae,រុញអង្រែ,1
runhaongrae,រុញអង្រែ,1
runhaongreae,រុញអង្រែ,1
runn,រុណ្ណ,1
runthot,រន្ធត់,1
runthut,រន្ធត់,1
ruob,រួប,1
ruobaruet,រួបរឹត,1
ruobaruom,រួបរួម,1
ruoboruet,រួបរឹត,1
ruoboruom,រួបរួម,1
ruoch,រួច,1
ruochreal,រួចរាល់,1
ruol,រួល,1
ruom,រួម,1
ruon,រួន,1
ruonh,រួញ,1
ruonharea,រួញរា,1
ruonhorea,រួញរា,1
ruos,រួស,1
ruosareay,រួសរាយ,1
ruosarok,រួសរក,1
ruosoreay,រួសរាយ,1
ruosorok,រួសរក,1
ruosrean,រួសរាន់,1
ruosreav,រួសរ៉ាវ,1
ruot,រួត,1
ruoy,រួយ,1
rup,រូប,1
rupi,រូពី,1
rursei,ឫស្សី,1
rus,រស់,1
rus,រូស,1
rusey,ឫស្សី,1
rut,រត់,2
rut,រុត,1
rut,រូត,1
rut yun,រថយន្ត,1
rutanam,រ៉ុតណាម,1
rutareah,រូតរះ,1
ruth yun,រថយន្ត,1
rutonam,រ៉ុតណាម,1
rutoreah,រូតរះ,1
ruum,រុំ,1
ruumkaoh,រុំកោះ,1
ruy,រុយ,1
ruy,រ៉ុយ,1
ruy,រ៉ុយៗ,1
ryeak,រយៈ,1
ryek,រយៈ,1
ryk,ឫក,1
ryksanak,ឫក្សណៈ,1
ryksapear,ឫក្សពារ,1
ryksar,ឫក្ស,1
rykses,ឫក្សេស,1
ryksonak,ឫក្សណៈ,1
ryksopear,ឫក្សពារ,1
ryksor,ឫក្ស,1
rykvet,ឫគ្វេទ,1
ryn,ឫណ,1
rys,ឫស,1
rysadei,ឫសដី,1
rysadoung,ឫសដូង,1
rysadoungobat,ឫសដូងបាត,1
rysaph,ឫសភ,1
rysdei,ឫស្ដី,1
rysei,ឫសី,1
ryseiblaengosar,ឫសីប្លែងសារ,1
ryseiphsamsrech,ឫសីផ្សំស្រេច,1
rysodei,ឫសដី,1
rysodoung,ឫសដូង,1
rysodoungobat,ឫសដូងបាត,1
rysoph,ឫសភ,1
ryssei,ឫស្សី,1
rysya,ឫស្យា,1
ryt,ឫត,1
ryteyea,ឫតិយា,1
ryto,ឫតុ,1
rytthea,ឫទ្ធា,1
ryttheanupheap,ឫទ្ធានុភាព,1
rytthi,ឫទ្ធិ,1
rytthor,ឫទ្ធ,1
r’bos,របស់,1
s'a,ស្អា,1
s'aa,ស្អា,1
s'aab,ស្អាប់,1
s'aael,ស្អែល,1
s'aan,ស្អាន,1
s'aang,ស្អាង,1
s'aatbat,ស្អាតបាត,1
s'aeach,ស្អៀច,1
s'aek,ស្អេក,1
s'aek,ស្អែក,1
s'ael,ស្អែល,1
s'aet,ស្អិត,1
s'aet'arng,ស្អិតស្អាង,1
s'aiech,ស្អៀច,1
s'aob,ស្អប់,1
s'aoch,ស្អូច,1
s'aoh,ស្អុះ,1
s'aok,ស្អក,1
s'aong,ស្អុង,1
s'aouch,ស្អូច,1
s'aoy,ស្អយ,1
s'aoy,ស្អុយ,1
s'arb,ស្អាប់,1
s'arm,ស្អំ,1
s'arn,ស្អាន,1
s'arng,ស្អាង,1
s'artbat,ស្អាតបាត,1
s'auh,ស្អុះ,1
s'aung,ស្អុង,1
s'irt,ស្អិត,1
s'irts'aang,ស្អិតស្អាង,1
s'orb,ស្អប់,1
s'ork,ស្អក,1
s'orm,ស្អំ,1
s'ory,ស្អយ,1
s'ouy,ស្អុយ,1
s'peap,សភាព,1
s'pheap,សភាព,1
s'se,សរសេរ,1
s'ser,សរសើរ,1
s'ung,ស្អុង,1
s'uy,ស្អុយ,1
sa,សា,1
sa,សារ,2
sa pormean,សារព័ត៌មាន,1
sa theat,សារធាតុ,1
saa,ស្អា,1
saab,ស្អប់,1
saab,ស្អាប់,1
saaek,ស្អែក,1
saael,ស្អែល,1
saak,ស្អក,1
saam,ស្អំ,1
saan,ស្អាន,1
saang,ស្អាង,1
saatbat,ស្អាតបាត,1
saay,ស្អយ,1
sab,សប,1
sab,សប់,1
sab,សាប,1
sab,សាប់,1
sab,ស៊ប់,1
sabai,សប្បាយ,90
sabal,សាបាល,1
saban,សាបាន,1
sabataiy,សាបតៃយ,1
sabath,សបថ,1
sabattachon,សបត្តជន,1
sabay,សប្បាយ,90
sabb,សប្ប,1
sabbadepheak,សប្បដិភាគ,1
sabbadephey,សប្បដិភ័យ,1
sabbathon,សប្បធន់,1
sabbe,សប្បិ,1
sabboris,សប្បុរិស,1
sabboros,សប្បុរស,1
sabborsathomr,សប្បុរសធម៌,1
sabotaiy,សាបតៃយ,1
sabroleab,សាបរលាប,1
sabtabrakaron,សប្តប្រករណ៍,1
sabtar,សប្ត,1
sabteyy,សាបតេយ្យ,1
sabu,សប៊ូ,1
sabu,សាប៊ូ,1
sach,សាច,1
sach,សាច់,1
sachachur,សាច់ជូរ,1
sachanheate,សាច់ញាតិ,1
sachch,សច្ច,1
sachcha,សច្ចា,1
sachchabrnethean,សច្ចាប្រណិធាន,1
sachcham,សច្ចំ,1
sachchathidthan,សច្ចាធិដ្ឋាន,1
sachchhantor,សច្ឆន្ទ,1
sachchheaynokamm,សជ្ឈាយនកម្ម,1
sachchhekeriyea,សច្ឆិកិរិយា,1
sachchhor,សជ្ឈ,1
sachettakak,សចិត្តកៈ,1
sachi,សជី,1
sachi,សាជី,1
sachip,សជីព,1
sachochur,សាច់ជូរ,1
sachon,សជន,1
sachonheate,សាច់ញាតិ,1
sachur,សាជូរ,1
sadach,ស្ដេច,1
sadak,សាដក,1
sadan,សាដាន,1
sadayus,សដាយុស,1
sadeangkor,សឌាង្គ,1
sadiev,សាដៀវ,1
sadok,សាដក,1
sadouv,សដូវ,1
sae,សែ,1
sae,ស៊ែ,1
saeach,ស្អៀច,1
saeahpphleaeeah,ស៊ែះពភ្លែះ,1
saeda,សែដា,1
saei,ស្អី,1
saek,សែក,1
saek,ស្អេក,1
saek,ស្អែក,1
saem,ស៊ែម,1
saen,សែន,1
saeng,សែង,1
saengpreahaatityar,សែងព្រះអាទិត្យ,1
saengpreahaatityor,សែងព្រះអាទិត្យ,1
saenobat,សែនបទ,1
saenobot,សែនបទ,1
saentvi,សែនទ្វី,1
saentvoan,សែនត្វ័ន,1
saenyor,សែន្យ,1
saeseb,សែសិប,1
saeskromeaes,ស៊ែសគ្រមែស,1
saet,សែត,1
saet,ស្អិត,1
saetaanhchong,សែតអញ្ជង់,1
saetaonhchong,សែតអញ្ជង់,1
saetsaang,ស្អិតស្អាង,1
saeu,សើ,1
